Timestamp;ts;value;Humidity
1449784987;"2015/12/11 00:03:07";7;96
1449785243;"2015/12/11 00:07:23";7;96
1449785551;"2015/12/11 00:12:31";7;96
1449785858;"2015/12/11 00:17:38";7;96
1449786166;"2015/12/11 00:22:46";7.1;96
1449786473;"2015/12/11 00:27:53";7.2;96
1449786781;"2015/12/11 00:33:01";7.2;95
1449787089;"2015/12/11 00:38:09";7.3;95
1449787345;"2015/12/11 00:42:25";7.3;95
1449787653;"2015/12/11 00:47:33";7.3;95
1449787960;"2015/12/11 00:52:40";7.4;95
1449788268;"2015/12/11 00:57:48";7.4;94
1449788576;"2015/12/11 01:02:56";7.4;94
1449788883;"2015/12/11 01:08:03";7.4;94
1449789191;"2015/12/11 01:13:11";7.4;94
1449789498;"2015/12/11 01:18:18";7.4;94
1449789755;"2015/12/11 01:22:35";7.4;94
1449790062;"2015/12/11 01:27:42";7.3;94
1449790370;"2015/12/11 01:32:50";7.3;94
1449790626;"2015/12/11 01:37:06";7.3;94
1449790883;"2015/12/11 01:41:23";7.3;94
1449791190;"2015/12/11 01:46:30";7.3;94
1449791498;"2015/12/11 01:51:38";7.3;94
1449791806;"2015/12/11 01:56:46";7.3;94
1449792113;"2015/12/11 02:01:53";7.3;94
1449792421;"2015/12/11 02:07:01";7.3;94
1449792728;"2015/12/11 02:12:08";7.3;94
1449793036;"2015/12/11 02:17:16";7.3;94
1449793292;"2015/12/11 02:21:32";7.3;94
1449793600;"2015/12/11 02:26:40";7.3;94
1449793908;"2015/12/11 02:31:48";7.3;94
1449794215;"2015/12/11 02:36:55";7.3;93
1449794523;"2015/12/11 02:42:03";7.3;93
1449794830;"2015/12/11 02:47:10";7.3;93
1449795138;"2015/12/11 02:52:18";7.3;93
1449795394;"2015/12/11 02:56:34";7.2;93
1449795702;"2015/12/11 03:01:42";7.2;93
1449796010;"2015/12/11 03:06:50";7.2;93
1449796317;"2015/12/11 03:11:57";7.2;93
1449796625;"2015/12/11 03:17:05";7.1;93
1449796932;"2015/12/11 03:22:12";7.1;93
1449797240;"2015/12/11 03:27:20";7;93
1449797548;"2015/12/11 03:32:28";7;93
1449797804;"2015/12/11 03:36:44";7;93
1449798112;"2015/12/11 03:41:52";6.9;93
1449798419;"2015/12/11 03:46:59";6.9;93
1449798727;"2015/12/11 03:52:07";6.9;93
1449799035;"2015/12/11 03:57:15";6.9;94
1449799342;"2015/12/11 04:02:22";6.8;93
1449799650;"2015/12/11 04:07:30";6.8;93
